timeStamp/s,positon/mm,q,velocity(mm/s),coil,E/uV,accelerator(mm/s^2),gyroscope(deg/s)
1655298233.0630155,"(4.998461654987176, 99.87499877889172, 300)","(0.9996874481028851, 0, 0, 0.025000122110529634)","(4.993749938944586, -0.24992308274935882, 0)",4,14.823463062171507,"(-0.01249615413746794, -4.993749938944586, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.1130154,"(5.04840397462965, 99.87248678844912, 300)","(0.9996811661436088, 0, 0, 0.02525007045048413)","(4.993624339422456, -0.2524201987314825, 0)",5,27.69144363833114,"(-0.012621009936574126, -4.993624339422456, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.1630154,"(5.098345031895797, 99.8699498244379, 300)","(0.9996748216906283, 0, 0, 0.02550001721196492)","(4.993497491221895, -0.25491725159478984, 0)",6,28.605904737934964,"(-0.012745862579739493, -4.993497491221895, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.2130156,"(5.148284814297629, 99.86738788749244, 300)","(0.9996684147443402, 0, 0, 0.02574996237934693)","(4.993369394374622, -0.25741424071488145, 0)",7,16.151483553263045,"(-0.012870712035744072, -4.993369394374622, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.2630155,"(5.198223309347476, 99.86480097825337, 300)","(0.9996619453051451, 0, 0, 0.02599990593700517)","(4.993240048912669, -0.2599111654673738, 0)",8,8.668363065282765,"(-0.01299555827336869, -4.993240048912669, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.3130155,"(5.248160504557991, 99.86218909736758, 300)","(0.9996554133734473, 0, 0, 0.026249847869314766)","(4.993109454868378, -0.2624080252278996, 0)",9,15.24548119837979,"(-0.013120401261394979, -4.993109454868378, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.3630154,"(5.298096387442152, 99.85955224548813, 300)","(0.9996488189496553, 0, 0, 0.026499788160650933)","(4.992977612274406, -0.2649048193721076, 0)",10,15.705704641818716,"(-0.01324524096860538, -4.992977612274406, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.4130154,"(5.3480309455132655, 99.85689042327441, 300)","(0.9996421620341811, 0, 0, 0.026749726795389)","(4.992844521163721, -0.2674015472756633, 0)",11,9.409691244478198,"(-0.013370077363783164, -4.992844521163721, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.4630156,"(5.397964166284967, 99.85420363139202, 300)","(0.9996354426274411, 0, 0, 0.026999663757904392)","(4.992710181569601, -0.2698982083142484, 0)",12,3.191063216532763,"(-0.013494910415712418, -4.992710181569601, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.5130155,"(5.447896037271229, 99.8514918705128, 300)","(0.9996286607298552, 0, 0, 0.02724959903257264)","(4.99257459352564, -0.27239480186356146, 0)",13,5.37377289492946,"(-0.013619740093178073, -4.99257459352564, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.5630155,"(5.497826545986361, 99.84875514131485, 300)","(0.9996218163418474, 0, 0, 0.027499532603769385)","(4.992437757065742, -0.27489132729931803, 0)",14,5.521914717625581,"(-0.013744566364965903, -4.992437757065742, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.6130154,"(5.547755679945012, 99.84599344448247, 300)","(0.9996149094638457, 0, 0, 0.027749464455870364)","(4.9922996722241235, -0.27738778399725056, 0)",15,3.46214837409786,"(-0.013869389199862529, -4.9922996722241235, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.6630154,"(5.597683426662174, 99.84320678070627, 300)","(0.9996079400962816, 0, 0, 0.027999394573251433)","(4.992160339035314, -0.2798841713331087, 0)",0,14.734916585889643,"(-0.013994208566655435, -4.992160339035314, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.7130156,"(5.6476097736531905, 99.84039515068307, 300)","(0.999600908239591, 0, 0, 0.028249322940288556)","(4.992019757534153, -0.2823804886826595, 0)",1,27.607625523627128,"(-0.014119024434132977, -4.992019757534153, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.7630155,"(5.69753470843375, 99.83755855511588, 300)","(0.9995938138942134, 0, 0, 0.028499249541357793)","(4.991877927755794, -0.2848767354216875, 0)",2,28.628165504493523,"(-0.014243836771084374, -4.991877927755794, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.8130155,"(5.747458218519895, 99.83469699471405, 300)","(0.9995866570605924, 0, 0, 0.028749174360835326)","(4.991734849735703, -0.28737291092599476, 0)",3,16.217480292039678,"(-0.014368645546299737, -4.991734849735703, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.8630154,"(5.797380291428027, 99.83181047019313, 300)","(0.9995794377391752, 0, 0, 0.028999097383097448)","(4.9915905235096565, -0.28986901457140135, 0)",4,14.722698539146421,"(-0.014493450728570067, -4.9915905235096565, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.9130154,"(5.847300914674904, 99.82889898227486, 300)","(0.9995721559304133, 0, 0, 0.029249018592520565)","(4.991444949113744, -0.2923650457337452, 0)",5,27.6171353915874,"(-0.01461825228668726, -4.991444949113744, 9800.0)","(0, 0, 125.66370614359172)"
1655298233.9630156,"(5.897220075777649, 99.82596253168734, 300)","(0.9995648116347617, 0, 0, 0.029498937973481187)","(4.991298126584367, -0.29486100378888247, 0)",6,28.675439653844876,"(-0.014743050189444122, -4.991298126584367, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.0130155,"(5.947137762253747, 99.82300111916479, 300)","(0.9995574048526797, 0, 0, 0.02974885551035595)","(4.991150055958239, -0.29735688811268735, 0)",7,16.259888786033716,"(-0.014867844405634368, -4.991150055958239, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.0630155,"(5.997053961621056, 99.82001474544775, 300)","(0.9995499355846303, 0, 0, 0.0299987711875216)","(4.991000737272388, -0.2998526980810528, 0)",8,8.615942186141385,"(-0.01499263490405264, -4.991000737272388, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.1130154,"(6.046968661397802, 99.81700341128295, 300)","(0.9995424038310805, 0, 0, 0.030248684989354995)","(4.990850170564148, -0.3023484330698901, 0)",9,15.213218363032555,"(-0.015117421653494506, -4.990850170564148, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.1630154,"(6.09688184910259, 99.81396711742342, 300)","(0.999534809592501, 0, 0, 0.030498596900233117)","(4.990698355871171, -0.30484409245512945, 0)",10,15.743249866065254,"(-0.015242204622756474, -4.990698355871171, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.2130156,"(6.146793512254399, 99.81090586462838, 300)","(0.9995271528693664, 0, 0, 0.03074850690453307)","(4.990545293231419, -0.30733967561271996, 0)",11,9.469802122042228,"(-0.015366983780635998, -4.990545293231419, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.2630155,"(6.196703638372591, 99.80781965366332, 300)","(0.9995194336621558, 0, 0, 0.03099841498663206)","(4.990390982683166, -0.3098351819186295, 0)",12,3.173203792651255,"(-0.015491759095931477, -4.990390982683166, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.3130155,"(6.246612214976913, 99.80470848529994, 300)","(0.9995116519713513, 0, 0, 0.031248321130907426)","(4.990235424264997, -0.31233061074884566, 0)",13,5.3650025423362715,"(-0.015616530537442283, -4.990235424264997, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.3630154,"(6.296519229587501, 99.80157236031623, 300)","(0.9995038077974396, 0, 0, 0.031498225321736635)","(4.990078618015811, -0.314825961479375, 0)",14,5.534828366749486,"(-0.015741298073968752, -4.990078618015811, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.4130154,"(6.3464246697248745, 99.79841127949636, 300)","(0.999495901140911, 0, 0, 0.03174812754349726)","(4.9899205639748185, -0.31732123348624375, 0)",15,3.483983265527492,"(-0.015866061674312187, -4.9899205639748185, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.4630156,"(6.396328522909957, 99.79522524363081, 300)","(0.9994879320022598, 0, 0, 0.03199802778056701)","(4.989761262181541, -0.3198164261454978, 0)",0,14.6307808218029,"(-0.015990821307274892, -4.989761262181541, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.5130155,"(6.446230776664061, 99.79201425351624, 300)","(0.9994799003819843, 0, 0, 0.032247926017323715)","(4.989600712675813, -0.32231153883320307, 0)",1,27.52471226976755,"(-0.016115576941660152, -4.989600712675813, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.5630155,"(6.496131418508899, 99.78877830995559, 300)","(0.9994718062805863, 0, 0, 0.03249782223814531)","(4.989438915497779, -0.32480657092544496, 0)",2,28.688292371305323,"(-0.016240328546272248, -4.989438915497779, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.6130154,"(6.546030435966594, 99.78551741375799, 300)","(0.999463649698572, 0, 0, 0.032747716427409895)","(4.9892758706879, -0.3273015217983297, 0)",3,16.321578841353315,"(-0.016365076089916487, -4.9892758706879, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.6630154,"(6.595927816559668, 99.78223156573887, 300)","(0.9994554306364514, 0, 0, 0.032997608569495664)","(4.989111578286943, -0.3297963908279834, 0)",4,14.622526233323871,"(-0.01648981954139917, -4.989111578286943, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.7130156,"(6.645823547811054, 99.77892076671986, 300)","(0.999447149094738, 0, 0, 0.033247498648780946)","(4.9889460383359925, -0.3322911773905527, 0)",5,27.542545608431954,"(-0.016614558869527635, -4.9889460383359925, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.7630155,"(6.695717617244099, 99.77558501752884, 300)","(0.9994388050739496, 0, 0, 0.03349738664964422)","(4.988779250876442, -0.33478588086220495, 0)",6,28.74455799994775,"(-0.016739294043110246, -4.988779250876442, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.8130155,"(6.745610012382562, 99.77222431899995, 300)","(0.9994303985746079, 0, 0, 0.03374727255646407)","(4.988611215949997, -0.3372805006191281, 0)",7,16.36881003837129,"(-0.016864025030956405, -4.988611215949997, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.8630154,"(6.795500720750626, 99.76883867197351, 300)","(0.9994219295972385, 0, 0, 0.03399715635361921)","(4.988441933598676, -0.3397750360375313, 0)",8,8.564041325777932,"(-0.016988751801876565, -4.988441933598676, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.9130154,"(6.845389729872892, 99.76542807729615, 300)","(0.9994133981423707, 0, 0, 0.034247038025488515)","(4.9882714038648075, -0.3422694864936446, 0)",9,15.181325349347558,"(-0.01711347432468223, -4.9882714038648075, 9800.0)","(0, 0, 125.66370614359172)"
1655298234.9630156,"(6.8952770272743855, 99.76199253582068, 300)","(0.9994048042105378, 0, 0, 0.03449691755645095)","(4.988099626791034, -0.34476385136371923, 0)",10,15.78116959654305,"(-0.017238192568185963, -4.988099626791034, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.0130155,"(6.945162600480563, 99.7585320484062, 300)","(0.9993961478022771, 0, 0, 0.03474679493088566)","(4.98792660242031, -0.34725813002402817, 0)",11,9.530476421187412,"(-0.017362906501201408, -4.98792660242031, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.0630155,"(6.9950464370173115, 99.75504661591799, 300)","(0.9993874289181298, 0, 0, 0.03499667013317189)","(4.9877523307958995, -0.3497523218508656, 0)",12,3.1555984817593927,"(-0.01748761609254328, -4.9877523307958995, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.1130154,"(7.044928524410948, 99.75153623922762, 300)","(0.9993786475586408, 0, 0, 0.035246543147689026)","(4.9875768119613815, -0.3522464262205474, 0)",13,5.356507122230448,"(-0.01761232131102737, -4.9875768119613815, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.1630154,"(7.094808850188233, 99.74800091921287, 300)","(0.9993698037243592, 0, 0, 0.035496413958816614)","(4.987400045960643, -0.35474044250941167, 0)",14,5.548032353588383,"(-0.017737022125470583, -4.987400045960643, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.2130156,"(7.144687401876365, 99.74444065675775, 300)","(0.9993608974158379, 0, 0, 0.035746282550934316)","(4.987222032837887, -0.35723437009381825, 0)",15,3.5061064609355928,"(-0.017861718504690913, -4.987222032837887, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.2630155,"(7.194564167002982, 99.74085545275254, 300)","(0.9993519286336334, 0, 0, 0.03599614890842193)","(4.987042772637627, -0.35972820835014907, 0)",0,14.526785989396908,"(-0.017986410417507454, -4.987042772637627, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.3130155,"(7.244439133096176, 99.73724530809372, 300)","(0.9993428973783066, 0, 0, 0.0362460130156594)","(4.986862265404686, -0.3622219566548088, 0)",1,27.44046852173131,"(-0.01811109783274044, -4.986862265404686, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.3630154,"(7.294312287684485, 99.73361022368404, 300)","(0.999333803650422, 0, 0, 0.03649587485702683)","(4.986680511184202, -0.36471561438422423, 0)",2,28.74676398640742,"(-0.01823578071921121, -4.986680511184202, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.4130154,"(7.344183618296897, 99.72995020043246, 300)","(0.9993246474505482, 0, 0, 0.03674573441690442)","(4.986497510021623, -0.36720918091484483, 0)",3,16.42551776317873,"(-0.018360459045742242, -4.986497510021623, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.4630156,"(7.394053112462864, 99.72626523925419, 300)","(0.9993154287792574, 0, 0, 0.03699559167967257)","(4.986313261962709, -0.3697026556231432, 0)",4,14.52294972289103,"(-0.01848513278115716, -4.986313261962709, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.5130155,"(7.44392075771229, 99.72255534107066, 300)","(0.9993061476371259, 0, 0, 0.03724544662971178)","(4.986127767053533, -0.3721960378856145, 0)",5,27.46768331034482,"(-0.018609801894280725, -4.986127767053533, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.5630155,"(7.493786541575545, 99.71882050680955, 300)","(0.9992968040247341, 0, 0, 0.0374952992514027)","(4.985941025340478, -0.3746893270787772, 0)",6,28.813250498424246,"(-0.018734466353938863, -4.985941025340478, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.6130154,"(7.543650451583463, 99.71506073740478, 300)","(0.9992873979426659, 0, 0, 0.03774514952912615)","(4.985753036870239, -0.3771825225791731, 0)",7,16.478240378577887,"(-0.018859126128958657, -4.985753036870239, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.6630154,"(7.593512475267347, 99.7112760337965, 300)","(0.9992779293915094, 0, 0, 0.037994997447263076)","(4.985563801689825, -0.3796756237633674, 0)",8,8.512657533344955,"(-0.018983781188168368, -4.985563801689825, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.7130156,"(7.643372600158971, 99.70746639693108, 300)","(0.9992683983718565, 0, 0, 0.03824484299019457)","(4.985373319846554, -0.38216863000794854, 0)",9,15.149801792911974,"(-0.019108431500397427, -4.985373319846554, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.7630155,"(7.693230813790586, 99.70363182776113, 300)","(0.9992588048843031, 0, 0, 0.03849468614230189)","(4.985181591388057, -0.3846615406895293, 0)",10,15.819464068412408,"(-0.019233077034476465, -4.985181591388057, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.8130155,"(7.743087103694919, 99.69977232724553, 300)","(0.9992491489294487, 0, 0, 0.038744526887966424)","(4.984988616362276, -0.38715435518474595, 0)",11,9.591716848424191,"(-0.019357717759237298, -4.984988616362276, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.8630154,"(7.792941457405177, 99.69588789634935, 300)","(0.9992394305078972, 0, 0, 0.038994365211569716)","(4.9847943948174676, -0.38964707287025885, 0)",12,3.1382453102832732,"(-0.01948235364351294, -4.9847943948174676, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.9130154,"(7.8427938624550535, 99.6919785360439, 300)","(0.999229649620256, 0, 0, 0.03924420109749347)","(4.984598926802195, -0.3921396931227527, 0)",13,5.348285858124019,"(-0.019606984656137635, -4.984598926802195, 9800.0)","(0, 0, 125.66370614359172)"
1655298235.9630156,"(7.892644306378728, 99.68804424730673, 300)","(0.9992198062671365, 0, 0, 0.039494034530119536)","(4.984402212365337, -0.3946322153189364, 0)",14,5.561527866368397,"(-0.01973161076594682, -4.984402212365337, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.0130155,"(7.942492776710873, 99.68408503112167, 300)","(0.999209900449154, 0, 0, 0.03974386549382992)","(4.984204251556084, -0.39712463883554366, 0)",15,3.528520345212593,"(-0.019856231941777183, -4.984204251556084, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.0630155,"(7.992339260986649, 99.68010088847869, 300)","(0.9991999321669279, 0, 0, 0.039993693973006776)","(4.9840050444239345, -0.3996169630493324, 0)",0,14.422948031928328,"(-0.01998084815246662, -4.9840050444239345, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.1130154,"(8.042183746741717, 99.67609182037407, 300)","(0.9991899014210814, 0, 0, 0.04024351995203241)","(4.983804591018703, -0.40210918733708584, 0)",1,27.354916798852493,"(-0.020105459366854293, -4.983804591018703, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.1630154,"(8.09202622151224, 99.67205782781029, 300)","(0.9991798082122414, 0, 0, 0.04049334341528931)","(4.983602891390515, -0.404601311075612, 0)",2,28.803563354064597,"(-0.0202300655537806, -4.983602891390515, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.2130156,"(8.141866672834878, 99.66799891179606, 300)","(0.9991696525410388, 0, 0, 0.04074316434716009)","(4.983399945589803, -0.40709333364174394, 0)",3,16.529276027930944,"(-0.020354666682087196, -4.983399945589803, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.2630155,"(8.191705088246799, 99.66391507334635, 300)","(0.9991594344081087, 0, 0, 0.04099298273202753)","(4.983195753667317, -0.40958525441233995, 0)",4,14.423972398408164,"(-0.020479262720616998, -4.983195753667317, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.3130155,"(8.241541455285684, 99.6598063134823, 300)","(0.9991491538140898, 0, 0, 0.041242798554274596)","(4.982990315674115, -0.41207707276428424, 0)",5,27.392557486361994,"(-0.020603853638214212, -4.982990315674115, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.3630154,"(8.291375761489723, 99.65567263323138, 300)","(0.9991388107596245, 0, 0, 0.041492611798284375)","(4.982783631661569, -0.41456878807448616, 0)",6,28.881507872705082,"(-0.02072843940372431, -4.982783631661569, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.4130154,"(8.341207994397621, 99.6515140336272, 300)","(0.9991284052453598, 0, 0, 0.041742422448440133)","(4.98257570168136, -0.417060399719881, 0)",7,16.588172636316468,"(-0.02085301998599405, -4.98257570168136, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.4630156,"(8.3910381415486, 99.64733051570963, 300)","(0.999117937271946, 0, 0, 0.04199223048912531)","(4.982366525785482, -0.41955190707743, 0)",8,8.46178785295675,"(-0.0209775953538715, -4.982366525785482, 9800.0)","(0, 0, 125.66370614359172)"
1655298236.5130155,"(8.440866190482406, 99.64312208052482, 300)","(0.9991074068400374, 0, 0, 0.04224203590472349)","(4.982156104026241, -0.4220433095241204, 0)",9,15.11864732440325,"(-0.021102165476206018, -4.982156104026241, 9800.0)","(0, 0, 125.66370614359172)"
